Calendar Year,Fishery,LATITUDE (5° cell),LONGITUDE (5° cell),Species Category,Species (or group),Number of vessels with observer data ,Observed Captures (number),Observed Capture Rate (per 1000 hooks),Observed Mortalities (number),Observed Mortality rate (per 1000 hooks),Observed Live Releases
2018,L,27.5,172.5,SHK,OTHERS,4,2,0.018709424,0,0.000000000,1
2018,L,32.5,-172.5,SHK,OTHERS,3,24,0.579374276,0,0.000000000,24
2018,L,32.5,-167.5,SHK,OTHERS,10,38,0.198613884,7,0.036586768,31
2018,L,32.5,-162.5,SHK,OTHERS,19,48,0.179910045,10,0.037481259,38
2018,L,32.5,-157.5,SHK,OTHERS,16,36,0.128705650,3,0.010725471,33
2018,L,32.5,-152.5,SHK,OTHERS,16,19,0.074694343,0,0.000000000,19
2018,L,32.5,157.5,SHK,OTHERS,6,1,0.013748161,0,0.000000000,0
2018,L,37.5,152.5,SHK,OTHERS,17,6,0.021304624,0,0.000000000,1
2018,L,37.5,157.5,SHK,OTHERS,15,8,0.025624846,1,0.003203106,0
2018,L,37.5,167.5,SHK,OTHERS,6,3,0.051167471,1,0.017055824,0
2018,L,42.5,167.5,SHK,OTHERS,3,1,0.014219694,0,0.000000000,0
2019,L,-42.5,152.5,SHK,OTHERS,6,75,0.129272232,0,0.000000000,0
2019,L,-42.5,157.5,SHK,OTHERS,6,46,0.184721893,1,0.004015693,0
2019,L,-37.5,-172.5,SHK,OTHERS,3,1,0.019225593,1,0.019225593,0
2019,L,-37.5,-162.5,SHK,OTHERS,3,5,0.093536620,0,0.000000000,2
2019,L,-37.5,-157.5,SHK,OTHERS,3,5,0.073569442,1,0.014713888,4
2019,L,-37.5,162.5,SHK,OTHERS,4,1,0.027589251,0,0.000000000,1
2019,L,-32.5,-172.5,SHK,OTHERS,4,3,0.048900553,0,0.000000000,2
2019,L,-32.5,172.5,SHK,OTHERS,5,3,0.039611804,0,0.000000000,3
2019,L,-27.5,162.5,SHK,OTHERS,8,3,0.007407444,0,0.000000000,3
2019,L,-27.5,177.5,SHK,OTHERS,11,1,0.003193032,0,0.000000000,1
2019,L,-22.5,-177.5,SHK,OTHERS,15,18,0.131918386,0,0.000000000,15
2019,L,-22.5,-172.5,SHK,OTHERS,3,7,0.050021080,0,0.000000000,7
2019,L,-22.5,-147.5,SHK,OTHERS,3,1,0.019163696,0,0.000000000,1
2019,L,-22.5,157.5,SHK,OTHERS,11,21,0.175908862,0,0.000000000,20
2019,L,-22.5,162.5,SHK,OTHERS,14,36,0.253059560,0,0.000000000,35
2019,L,-22.5,167.5,SHK,OTHERS,9,22,0.257379178,0,0.000000000,21
2019,L,-22.5,172.5,SHK,OTHERS,13,16,0.041881528,0,0.000000000,16
2019,L,-22.5,177.5,SHK,OTHERS,26,75,0.109308413,2,0.002914891,71
2019,L,-17.5,-177.5,SHK,OTHERS,22,86,0.156909682,5,0.009122656,78
2019,L,-17.5,-172.5,SHK,OTHERS,4,4,0.033725391,0,0.000000000,4
2019,L,-17.5,-152.5,SHK,OTHERS,6,1,0.013871934,0,0.000000000,1
2019,L,-17.5,-147.5,SHK,OTHERS,10,2,0.016062580,1,0.008031290,1
2019,L,-17.5,-142.5,SHK,OTHERS,3,1,0.027879227,1,0.027879227,0
2019,L,-17.5,157.5,SHK,OTHERS,8,78,0.905092888,2,0.023207510,75
2019,L,-17.5,162.5,SHK,OTHERS,8,28,0.337683012,0,0.000000000,28
2019,L,-17.5,167.5,SHK,OTHERS,4,4,0.031147796,0,0.000000000,4
2019,L,-17.5,172.5,SHK,OTHERS,28,27,0.023359857,1,0.000865180,6
2019,L,-17.5,177.5,SHK,OTHERS,42,74,0.048531910,0,0.000000000,69
2019,L,-12.5,-177.5,SHK,OTHERS,4,1,0.027204962,0,0.000000000,1
2019,L,-12.5,-172.5,SHK,OTHERS,4,9,0.081118352,1,0.009013150,8
2019,L,-12.5,-162.5,SHK,OTHERS,3,1,0.010261673,0,0.000000000,1
2019,L,-12.5,-147.5,SHK,OTHERS,13,3,0.014598327,0,0.000000000,3
2019,L,-12.5,-142.5,SHK,OTHERS,22,27,0.068689356,2,0.005088100,25
2019,L,-12.5,-137.5,SHK,OTHERS,7,16,0.221760222,2,0.027720028,14
2019,L,-12.5,-132.5,SHK,OTHERS,18,6,0.008767059,0,0.000000000,6
2019,L,-12.5,157.5,SHK,OTHERS,8,7,0.040884746,0,0.000000000,0
2019,L,-12.5,172.5,SHK,OTHERS,22,14,0.036153197,3,0.007747114,10
2019,L,-12.5,177.5,SHK,OTHERS,26,97,0.065991333,18,0.012245814,78
2019,L,-7.5,-177.5,SHK,OTHERS,13,12,0.039783577,4,0.013261192,5
2019,L,-7.5,-162.5,SHK,OTHERS,17,52,0.095475209,2,0.003672123,50
2019,L,-7.5,-157.5,SHK,OTHERS,4,9,0.066124446,0,0.000000000,9
2019,L,-7.5,-152.5,SHK,OTHERS,7,17,0.196834439,6,0.069470978,11
2019,L,-7.5,-147.5,SHK,OTHERS,17,437,1.111362602,55,0.139874012,374
2019,L,-7.5,-142.5,SHK,OTHERS,11,86,0.611851420,10,0.071145514,76
2019,L,-7.5,-137.5,SHK,OTHERS,6,105,2.563226247,14,0.341763500,91
2019,L,-7.5,-132.5,SHK,OTHERS,10,303,0.987144319,26,0.084705453,195
2019,L,-7.5,162.5,SHK,OTHERS,6,3,0.016030351,0,0.000000000,3
2019,L,-7.5,167.5,SHK,OTHERS,17,4,0.012584394,0,0.000000000,2
2019,L,-7.5,172.5,SHK,OTHERS,11,37,0.116768971,0,0.000000000,37
2019,L,-7.5,177.5,SHK,OTHERS,10,20,0.045083122,8,0.018033249,9
2019,L,-2.5,-177.5,SHK,OTHERS,13,73,0.188891131,19,0.049163445,54
2019,L,-2.5,-167.5,SHK,OTHERS,8,126,0.556227541,3,0.013243513,120
2019,L,-2.5,-162.5,SHK,OTHERS,7,87,0.847771433,6,0.058466995,79
2019,L,-2.5,-152.5,SHK,OTHERS,11,37,0.330112506,13,0.115985475,23
2019,L,-2.5,-147.5,SHK,OTHERS,11,51,0.422538712,10,0.082850728,40
2019,L,-2.5,-137.5,SHK,OTHERS,8,4,0.085894050,4,0.085894050,0
2019,L,-2.5,-132.5,SHK,OTHERS,9,5,0.074097127,1,0.014819425,0
2019,L,-2.5,157.5,SHK,OTHERS,4,16,0.743459876,0,0.000000000,0
2019,L,-2.5,162.5,SHK,OTHERS,15,18,0.036198731,0,0.000000000,18
2019,L,-2.5,167.5,SHK,OTHERS,13,13,0.063671182,0,0.000000000,13
2019,L,-2.5,172.5,SHK,OTHERS,9,169,0.478646422,29,0.082134593,138
2019,L,-2.5,177.5,SHK,OTHERS,7,60,0.479742858,10,0.079957143,50
2019,L,2.5,-177.5,SHK,OTHERS,6,30,0.359350295,7,0.083848402,23
2019,L,2.5,-172.5,SHK,OTHERS,10,144,0.582630333,37,0.149703627,106
2019,L,2.5,-167.5,SHK,OTHERS,13,96,0.569097980,15,0.088921559,73
2019,L,2.5,-162.5,SHK,OTHERS,5,14,0.658637561,1,0.047045540,7
2019,L,2.5,-152.5,SHK,OTHERS,16,189,0.835798718,15,0.066333232,174
2019,L,2.5,147.5,SHK,OTHERS,11,8,0.013327425,1,0.001665928,6
2019,L,2.5,152.5,SHK,OTHERS,7,3,0.022644415,0,0.000000000,3
2019,L,2.5,157.5,SHK,OTHERS,10,4,0.040741910,1,0.010185478,1
2019,L,2.5,162.5,SHK,OTHERS,11,22,0.208792043,1,0.009490547,21
2019,L,2.5,177.5,SHK,OTHERS,7,144,1.072298218,23,0.171269854,121
2019,L,7.5,-177.5,SHK,OTHERS,3,2,0.124867328,0,0.000000000,2
2019,L,7.5,-172.5,SHK,OTHERS,7,23,0.257633802,4,0.044805879,18
2019,L,7.5,-167.5,SHK,OTHERS,3,16,1.184307920,8,0.592153960,8
2019,L,7.5,-152.5,SHK,OTHERS,8,85,1.313999505,4,0.061835271,81
2019,L,7.5,132.5,SHK,OTHERS,4,8,0.167912014,2,0.041978004,0
2019,L,7.5,177.5,SHK,OTHERS,5,17,0.452814106,1,0.026636124,16
2019,L,12.5,-177.5,SHK,OTHERS,10,13,0.105883024,1,0.008144848,3
2019,L,12.5,-172.5,SHK,OTHERS,8,16,0.124092573,0,0.000000000,0
2019,L,12.5,-167.5,SHK,OTHERS,16,23,0.094294757,0,0.000000000,7
2019,L,12.5,-162.5,SHK,OTHERS,25,32,0.099948152,3,0.009370139,29
2019,L,12.5,-157.5,SHK,OTHERS,26,59,0.243210711,4,0.016488862,55
2019,L,12.5,-152.5,SHK,OTHERS,4,3,0.158923558,0,0.000000000,3
2019,L,12.5,132.5,SHK,OTHERS,9,2,0.009849742,0,0.000000000,0
2019,L,12.5,137.5,SHK,OTHERS,6,1,0.004889330,0,0.000000000,0
2019,L,12.5,172.5,SHK,OTHERS,8,1,0.018398248,0,0.000000000,1
2019,L,17.5,-167.5,SHK,OTHERS,15,4,0.024681760,0,0.000000000,4
2019,L,17.5,-162.5,SHK,OTHERS,73,53,0.035262597,4,0.002661328,49
2019,L,17.5,-157.5,SHK,OTHERS,58,194,0.200761237,4,0.004139407,190
2019,L,17.5,-152.5,SHK,OTHERS,44,212,0.334904647,14,0.022116345,198
2019,L,17.5,127.5,SHK,OTHERS,4,1,0.025718842,1,0.025718842,0
2019,L,17.5,137.5,SHK,OTHERS,8,1,0.006139075,0,0.000000000,0
2019,L,17.5,157.5,SHK,OTHERS,10,3,0.007372583,1,0.002457528,0
2019,L,22.5,-172.5,SHK,OTHERS,8,16,0.086549644,8,0.043274822,7
2019,L,22.5,-167.5,SHK,OTHERS,8,4,0.046131845,2,0.023065922,2
2019,L,22.5,-157.5,SHK,OTHERS,8,3,0.065739016,0,0.000000000,3
2019,L,22.5,-152.5,SHK,OTHERS,56,14,0.021864580,0,0.000000000,14
2019,L,22.5,147.5,SHK,OTHERS,8,6,0.031457752,0,0.000000000,0
2019,L,22.5,157.5,SHK,OTHERS,7,2,0.037232161,0,0.000000000,0
2019,L,22.5,162.5,SHK,OTHERS,5,1,0.024538673,0,0.000000000,0
2019,L,27.5,-167.5,SHK,OTHERS,5,20,0.265833721,7,0.093041802,13
2019,L,27.5,-162.5,SHK,OTHERS,21,44,0.179960572,6,0.024540078,38
2019,L,27.5,-157.5,SHK,OTHERS,54,153,0.204151617,26,0.034692432,127
2019,L,27.5,-152.5,SHK,OTHERS,32,25,0.046123844,3,0.005534861,22
2019,L,27.5,152.5,SHK,OTHERS,4,1,0.026720821,1,0.026720821,0
2019,L,32.5,-167.5,SHK,OTHERS,8,81,0.453700177,23,0.128828445,58
2019,L,32.5,-162.5,SHK,OTHERS,8,15,0.174605392,3,0.034921078,12
2019,L,32.5,-157.5,SHK,OTHERS,29,76,0.167110462,17,0.037379972,56
2019,L,32.5,-152.5,SHK,OTHERS,14,22,0.171176919,11,0.085588460,11
2019,L,32.5,157.5,SHK,OTHERS,9,1,0.020819887,0,0.000000000,0
2019,L,37.5,147.5,SHK,OTHERS,9,3,0.065466448,1,0.021822149,0
2019,L,37.5,152.5,SHK,OTHERS,23,43,0.078162633,1,0.001817736,0
2019,L,37.5,157.5,SHK,OTHERS,17,17,0.042510096,0,0.000000000,0
2019,L,37.5,162.5,SHK,OTHERS,7,3,0.022130585,1,0.007376862,0
2019,L,37.5,167.5,SHK,OTHERS,6,2,0.014330446,1,0.007165223,0
2019,L,37.5,172.5,SHK,OTHERS,4,6,0.200113398,2,0.066704466,0
2019,L,42.5,152.5,SHK,OTHERS,3,93,1.229621990,73,0.965187154,0
2019,L,42.5,157.5,SHK,OTHERS,4,4,0.098480932,2,0.049240466,0
2020,L,-22.5,-177.5,SHK,OTHERS,18,38,0.137907007,0,0.000000000,34
2020,L,-22.5,157.5,SHK,OTHERS,6,54,0.463256867,0,0.000000000,53
2020,L,-22.5,162.5,SHK,OTHERS,10,28,0.188837034,0,0.000000000,28
2020,L,-22.5,167.5,SHK,OTHERS,6,6,0.136450468,0,0.000000000,5
2020,L,-22.5,172.5,SHK,OTHERS,14,89,0.230457705,1,0.002589412,82
2020,L,-22.5,177.5,SHK,OTHERS,23,93,0.116870730,3,0.003770024,75
2020,L,-17.5,-177.5,SHK,OTHERS,26,16,0.029494882,3,0.005530290,13
2020,L,-17.5,-152.5,SHK,OTHERS,7,1,0.008846348,1,0.008846348,0
2020,L,-17.5,-147.5,SHK,OTHERS,13,3,0.020815120,1,0.006938373,2
2020,L,-17.5,-142.5,SHK,OTHERS,7,1,0.024067389,0,0.000000000,1
2020,L,-17.5,157.5,SHK,OTHERS,3,7,0.140596128,0,0.000000000,7
2020,L,-17.5,162.5,SHK,OTHERS,7,11,0.225627141,0,0.000000000,11
2020,L,-17.5,167.5,SHK,OTHERS,8,13,0.045792707,0,0.000000000,11
2020,L,-17.5,172.5,SHK,OTHERS,23,20,0.018961372,4,0.003792274,11
2020,L,-17.5,177.5,SHK,OTHERS,37,137,0.086010758,6,0.003766895,122
2020,L,-12.5,-142.5,SHK,OTHERS,11,17,0.044530828,4,0.010477842,12
2020,L,-12.5,-132.5,SHK,OTHERS,6,6,0.032997855,1,0.005499643,0
2020,L,-12.5,172.5,SHK,OTHERS,12,2,0.018415189,0,0.000000000,2
2020,L,-12.5,177.5,SHK,OTHERS,14,66,0.146325241,4,0.008868196,60
2020,L,-7.5,-167.5,SHK,OTHERS,5,5,0.016433908,0,0.000000000,5
2020,L,-7.5,-152.5,SHK,OTHERS,5,16,0.071209539,0,0.000000000,2
2020,L,-7.5,-147.5,SHK,OTHERS,6,7,0.055950316,0,0.000000000,0
2020,L,-7.5,172.5,SHK,OTHERS,4,2,0.016575089,0,0.000000000,0
2020,L,-2.5,-177.5,SHK,OTHERS,3,1,0.008793915,0,0.000000000,0
2020,L,-2.5,-167.5,SHK,OTHERS,6,14,0.138401463,1,0.009885819,2
2020,L,-2.5,-152.5,SHK,OTHERS,3,23,0.596349305,0,0.000000000,0
2020,L,-2.5,-142.5,SHK,OTHERS,3,2,0.079302141,0,0.000000000,0
2020,L,2.5,-177.5,SHK,OTHERS,4,12,0.323807982,2,0.053967997,0
2020,L,2.5,-172.5,SHK,OTHERS,4,40,0.527134235,6,0.079070135,0
2020,L,2.5,-167.5,SHK,OTHERS,6,8,0.344604781,1,0.043075598,0
2020,L,2.5,-162.5,SHK,OTHERS,4,4,0.047269032,2,0.023634516,2
2020,L,2.5,-157.5,SHK,OTHERS,4,26,0.108003921,3,0.012461991,23
2020,L,2.5,-152.5,SHK,OTHERS,7,34,0.105007304,6,0.018530701,16
2020,L,2.5,177.5,SHK,OTHERS,3,7,0.089945390,0,0.000000000,0
2020,L,7.5,-177.5,SHK,OTHERS,4,31,0.288823464,4,0.037267544,0
2020,L,7.5,-172.5,SHK,OTHERS,3,9,0.554050726,4,0.246244767,0
2020,L,7.5,-167.5,SHK,OTHERS,5,9,0.436681223,3,0.145560408,1
2020,L,7.5,-157.5,SHK,OTHERS,4,19,0.395133618,1,0.020796506,17
2020,L,7.5,-152.5,SHK,OTHERS,4,11,0.125876847,0,0.000000000,11
2020,L,7.5,177.5,SHK,OTHERS,4,16,0.218400218,2,0.027300027,0
2020,L,12.5,-167.5,SHK,OTHERS,10,15,0.075939754,5,0.025313251,9
2020,L,12.5,-162.5,SHK,OTHERS,14,11,0.052960236,4,0.019258268,7
2020,L,12.5,-157.5,SHK,OTHERS,8,37,0.323913576,1,0.008754421,30
2020,L,12.5,132.5,SHK,OTHERS,3,4,0.111061750,1,0.027765438,0
2020,L,12.5,177.5,SHK,OTHERS,4,6,0.144397382,2,0.048132461,1
2020,L,17.5,-167.5,SHK,OTHERS,5,1,0.029360815,0,0.000000000,1
2020,L,17.5,-162.5,SHK,OTHERS,40,34,0.039858105,3,0.003516892,30
2020,L,17.5,-157.5,SHK,OTHERS,39,38,0.067995927,5,0.008946833,33
2020,L,17.5,-152.5,SHK,OTHERS,16,25,0.181142356,0,0.000000000,25
2020,L,22.5,-152.5,SHK,OTHERS,43,14,0.020167360,0,0.000000000,12
2020,L,27.5,-172.5,SHK,OTHERS,3,8,0.158815238,1,0.019851905,7
2020,L,27.5,-167.5,SHK,OTHERS,7,10,0.097169454,3,0.029150836,7
2020,L,27.5,-162.5,SHK,OTHERS,24,62,0.141332446,9,0.020516000,53
2020,L,27.5,-157.5,SHK,OTHERS,45,81,0.116378642,10,0.014367734,71
2020,L,27.5,-152.5,SHK,OTHERS,43,36,0.063057224,0,0.000000000,36
2020,L,32.5,-172.5,SHK,OTHERS,7,122,0.610164744,13,0.065017555,108
2020,L,32.5,-167.5,SHK,OTHERS,8,47,0.501082124,4,0.042645287,43
2020,L,32.5,-162.5,SHK,OTHERS,10,23,0.136712713,2,0.011888062,21
2020,L,32.5,-157.5,SHK,OTHERS,12,14,0.102178594,2,0.014596942,12
2020,L,32.5,-152.5,SHK,OTHERS,14,10,0.086366973,1,0.008636697,9
2020,L,37.5,-152.5,SHK,OTHERS,3,1,0.044551368,0,0.000000000,1
2013,L,-27.5,152.5,SHK,PELAGIC THRESHER SHARK,7,1,0.030693677,0,0.000000000,0
2013,L,-27.5,157.5,SHK,PELAGIC THRESHER SHARK,9,1,0.008785648,0,0.000000000,0
2013,L,-22.5,152.5,SHK,PELAGIC THRESHER SHARK,7,2,0.020239023,2,0.020239023,0
2013,L,-22.5,157.5,SHK,PELAGIC THRESHER SHARK,9,2,0.021379856,0,0.000000000,1
2013,L,-22.5,162.5,SHK,PELAGIC THRESHER SHARK,4,3,0.155520995,0,0.000000000,2
2013,L,-17.5,-177.5,SHK,PELAGIC THRESHER SHARK,19,1,0.002148251,0,0.000000000,1
2013,L,-17.5,-167.5,SHK,PELAGIC THRESHER SHARK,3,1,0.085404390,0,0.000000000,0
2013,L,-17.5,177.5,SHK,PELAGIC THRESHER SHARK,24,4,0.003774635,2,0.001887318,2
2013,L,-12.5,-162.5,SHK,PELAGIC THRESHER SHARK,4,4,0.035806039,0,0.000000000,0
2013,L,-12.5,-157.5,SHK,PELAGIC THRESHER SHARK,3,1,0.016351091,0,0.000000000,0
2013,L,-12.5,-152.5,SHK,PELAGIC THRESHER SHARK,6,3,0.019188702,0,0.000000000,3
2013,L,-12.5,-132.5,SHK,PELAGIC THRESHER SHARK,8,1,0.003221172,1,0.003221172,0
2013,L,-7.5,162.5,SHK,PELAGIC THRESHER SHARK,12,3,0.007438299,1,0.002479433,0
2013,L,-7.5,172.5,SHK,PELAGIC THRESHER SHARK,18,1,0.002301718,0,0.000000000,0
2013,L,-7.5,177.5,SHK,PELAGIC THRESHER SHARK,3,1,0.009435476,1,0.009435476,0
2013,L,-2.5,-152.5,SHK,PELAGIC THRESHER SHARK,7,2,0.011895769,1,0.005947885,1
2013,L,-2.5,177.5,SHK,PELAGIC THRESHER SHARK,7,1,0.023552133,1,0.023552133,0
2013,L,2.5,-162.5,SHK,PELAGIC THRESHER SHARK,4,3,0.106281220,1,0.035427073,2
2013,L,7.5,-172.5,SHK,PELAGIC THRESHER SHARK,4,1,0.056223996,0,0.000000000,0
2013,L,7.5,-162.5,SHK,PELAGIC THRESHER SHARK,4,15,0.166868763,1,0.011124584,14
2013,L,7.5,177.5,SHK,PELAGIC THRESHER SHARK,8,8,0.058731545,1,0.007341443,2
2013,L,12.5,-172.5,SHK,PELAGIC THRESHER SHARK,7,142,0.604996762,61,0.259892975,0
2013,L,12.5,-167.5,SHK,PELAGIC THRESHER SHARK,25,5,0.007586079,2,0.003034432,3
2013,L,12.5,-162.5,SHK,PELAGIC THRESHER SHARK,19,6,0.021588946,1,0.003598158,5
2013,L,17.5,-167.5,SHK,PELAGIC THRESHER SHARK,15,1,0.004304278,0,0.000000000,1
2013,L,17.5,-162.5,SHK,PELAGIC THRESHER SHARK,29,2,0.002868720,0,0.000000000,2
2013,L,22.5,-167.5,SHK,PELAGIC THRESHER SHARK,5,1,0.022575402,0,0.000000000,1
2013,L,27.5,-152.5,SHK,PELAGIC THRESHER SHARK,28,1,0.001043935,0,0.000000000,1
2013,L,32.5,-157.5,SHK,PELAGIC THRESHER SHARK,14,1,0.003894399,0,0.000000000,1
2014,L,-37.5,152.5,SHK,PELAGIC THRESHER SHARK,8,1,0.050393066,0,0.000000000,0
2014,L,-32.5,152.5,SHK,PELAGIC THRESHER SHARK,5,1,0.033927057,0,0.000000000,0
2014,L,-22.5,152.5,SHK,PELAGIC THRESHER SHARK,7,3,0.045186167,0,0.000000000,0
2014,L,-22.5,162.5,SHK,PELAGIC THRESHER SHARK,9,1,0.007640587,0,0.000000000,0
2014,L,-22.5,167.5,SHK,PELAGIC THRESHER SHARK,4,4,0.145190563,0,0.000000000,2
2014,L,-22.5,177.5,SHK,PELAGIC THRESHER SHARK,18,1,0.001934707,0,0.000000000,0
2014,L,-17.5,-147.5,SHK,PELAGIC THRESHER SHARK,12,5,0.022312862,0,0.000000000,5
2014,L,-17.5,-142.5,SHK,PELAGIC THRESHER SHARK,8,1,0.008404491,1,0.008404491,0
2014,L,-17.5,162.5,SHK,PELAGIC THRESHER SHARK,4,1,0.020785267,1,0.020785267,0
2014,L,-17.5,177.5,SHK,PELAGIC THRESHER SHARK,30,2,0.001332683,0,0.000000000,2
2014,L,-12.5,-157.5,SHK,PELAGIC THRESHER SHARK,5,1,0.004220941,0,0.000000000,1
2014,L,-12.5,-152.5,SHK,PELAGIC THRESHER SHARK,5,1,0.017058442,0,0.000000000,1
2014,L,-12.5,-147.5,SHK,PELAGIC THRESHER SHARK,14,3,0.012553772,3,0.012553772,0
2014,L,-12.5,177.5,SHK,PELAGIC THRESHER SHARK,8,5,0.043373410,2,0.017349364,1
2014,L,-7.5,-157.5,SHK,PELAGIC THRESHER SHARK,7,1,0.007728871,0,0.000000000,1
2014,L,-7.5,-142.5,SHK,PELAGIC THRESHER SHARK,3,1,0.076470138,0,0.000000000,1
2014,L,-2.5,177.5,SHK,PELAGIC THRESHER SHARK,5,2,0.029744200,1,0.014872100,1
2014,L,2.5,-162.5,SHK,PELAGIC THRESHER SHARK,5,1,0.015334131,0,0.000000000,1
2014,L,2.5,157.5,SHK,PELAGIC THRESHER SHARK,4,1,0.003513901,0,0.000000000,0
2014,L,7.5,157.5,SHK,PELAGIC THRESHER SHARK,3,20,0.154177041,3,0.023126556,15
2014,L,12.5,-167.5,SHK,PELAGIC THRESHER SHARK,25,17,0.025690236,9,0.013600713,8
2014,L,12.5,-162.5,SHK,PELAGIC THRESHER SHARK,17,3,0.006568504,0,0.000000000,3
2014,L,17.5,-167.5,SHK,PELAGIC THRESHER SHARK,15,1,0.006499331,0,0.000000000,1
2014,L,17.5,-162.5,SHK,PELAGIC THRESHER SHARK,37,1,0.001776773,1,0.001776773,0
2014,L,22.5,-167.5,SHK,PELAGIC THRESHER SHARK,3,1,0.102965404,0,0.000000000,1
2014,L,32.5,-162.5,SHK,PELAGIC THRESHER SHARK,17,1,0.003563970,0,0.000000000,1
2015,L,-22.5,-177.5,SHK,PELAGIC THRESHER SHARK,10,1,0.010217114,1,0.010217114,0
2015,L,-22.5,152.5,SHK,PELAGIC THRESHER SHARK,3,9,0.243111831,7,0.189086980,1
2015,L,-22.5,157.5,SHK,PELAGIC THRESHER SHARK,3,4,0.159489633,1,0.039872408,2
2015,L,-22.5,162.5,SHK,PELAGIC THRESHER SHARK,4,2,0.058258083,0,0.000000000,0
2015,L,-22.5,177.5,SHK,PELAGIC THRESHER SHARK,23,3,0.004183604,1,0.001394535,1
2015,L,-17.5,-147.5,SHK,PELAGIC THRESHER SHARK,9,1,0.007333314,1,0.007333314,0
2015,L,-17.5,-142.5,SHK,PELAGIC THRESHER SHARK,5,1,0.019753086,1,0.019753086,0
2015,L,-17.5,-132.5,SHK,PELAGIC THRESHER SHARK,8,2,0.009914979,0,0.000000000,0
2015,L,-17.5,157.5,SHK,PELAGIC THRESHER SHARK,4,6,0.082124281,0,0.000000000,1
2015,L,-17.5,177.5,SHK,PELAGIC THRESHER SHARK,43,6,0.003379838,2,0.001126613,3
2015,L,-12.5,-157.5,SHK,PELAGIC THRESHER SHARK,5,2,0.006591936,0,0.000000000,0
2015,L,-12.5,-147.5,SHK,PELAGIC THRESHER SHARK,15,3,0.014351320,1,0.004783773,2
2015,L,-12.5,-142.5,SHK,PELAGIC THRESHER SHARK,14,6,0.022835134,4,0.015223423,2
2015,L,-12.5,177.5,SHK,PELAGIC THRESHER SHARK,20,12,0.022486733,10,0.018738944,2
2015,L,-7.5,-167.5,SHK,PELAGIC THRESHER SHARK,17,2,0.006792325,0,0.000000000,0
2015,L,-7.5,-137.5,SHK,PELAGIC THRESHER SHARK,3,1,0.034843206,0,0.000000000,0
2015,L,-2.5,-177.5,SHK,PELAGIC THRESHER SHARK,5,1,0.005871956,0,0.000000000,1
2015,L,-2.5,-162.5,SHK,PELAGIC THRESHER SHARK,10,3,0.026790498,3,0.026790498,0
2015,L,-2.5,167.5,SHK,PELAGIC THRESHER SHARK,5,2,0.010752399,2,0.010752399,0
2015,L,-2.5,172.5,SHK,PELAGIC THRESHER SHARK,8,8,0.019484869,3,0.007306826,5
2015,L,-2.5,177.5,SHK,PELAGIC THRESHER SHARK,9,3,0.007473451,1,0.002491150,2
2015,L,2.5,-172.5,SHK,PELAGIC THRESHER SHARK,6,2,0.012245073,0,0.000000000,2
2015,L,2.5,-167.5,SHK,PELAGIC THRESHER SHARK,11,2,0.017952838,0,0.000000000,1
2015,L,2.5,-162.5,SHK,PELAGIC THRESHER SHARK,8,2,0.042804554,1,0.021402277,0
2015,L,2.5,152.5,SHK,PELAGIC THRESHER SHARK,3,4,0.104959328,0,0.000000000,0
2015,L,2.5,157.5,SHK,PELAGIC THRESHER SHARK,3,1,0.005825130,0,0.000000000,0
2015,L,2.5,162.5,SHK,PELAGIC THRESHER SHARK,4,1,0.010723516,1,0.010723516,0
2015,L,2.5,172.5,SHK,PELAGIC THRESHER SHARK,4,2,0.027625073,0,0.000000000,1
2015,L,2.5,177.5,SHK,PELAGIC THRESHER SHARK,7,2,0.010037893,0,0.000000000,2
2015,L,7.5,132.5,SHK,PELAGIC THRESHER SHARK,5,12,0.195214003,12,0.195214003,0
2015,L,7.5,157.5,SHK,PELAGIC THRESHER SHARK,4,9,0.508130081,4,0.225835592,0
2015,L,7.5,162.5,SHK,PELAGIC THRESHER SHARK,3,4,0.087332431,2,0.043666215,0
2015,L,12.5,-177.5,SHK,PELAGIC THRESHER SHARK,3,1,0.022123894,0,0.000000000,1
2015,L,12.5,-167.5,SHK,PELAGIC THRESHER SHARK,17,4,0.020663398,2,0.010331699,2
2015,L,12.5,-157.5,SHK,PELAGIC THRESHER SHARK,12,1,0.006327632,1,0.006327632,0
2015,L,12.5,127.5,SHK,PELAGIC THRESHER SHARK,3,1,0.021370718,1,0.021370718,0
2015,L,12.5,132.5,SHK,PELAGIC THRESHER SHARK,8,17,0.089621324,9,0.047446583,0
2015,L,12.5,142.5,SHK,PELAGIC THRESHER SHARK,3,1,0.059084195,0,0.000000000,1
2015,L,12.5,152.5,SHK,PELAGIC THRESHER SHARK,4,1,0.039457071,1,0.039457071,0
2015,L,17.5,-162.5,SHK,PELAGIC THRESHER SHARK,60,3,0.003247576,1,0.001082525,2
2015,L,17.5,-157.5,SHK,PELAGIC THRESHER SHARK,30,1,0.003141365,0,0.000000000,1
2015,L,32.5,-152.5,SHK,PELAGIC THRESHER SHARK,20,1,0.006111237,1,0.006111237,0
2016,L,-22.5,-177.5,SHK,PELAGIC THRESHER SHARK,10,3,0.014765814,2,0.009843876,1
2016,L,-22.5,157.5,SHK,PELAGIC THRESHER SHARK,8,3,0.031135512,0,0.000000000,0
2016,L,-22.5,162.5,SHK,PELAGIC THRESHER SHARK,10,7,0.060785523,0,0.000000000,4
